#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-19T19:16:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-19T19:16:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RAICRS&-out=DEICRS&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Notes	(A1)	[DGPWXYZ] Existence of notes (H70)	[ucd=meta.note]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;HIP;RAhms;DEdms;Vmag;RAICRS;DEICRS;Plx;pmRA;pmDE;e_Plx;B-V;Notes;_RA.icrs;_DE.icrs
229.6061391425;+28.6539919444; 74899;15 18 25.44;+28 39 14.8; 8.61;229.60598254;+28.65411775;  12.33;   56.54;  -51.76;  1.07; 0.774; ;229.60613914;+28.65399194
229.6066435033;+08.7635101240; 74900;15 18 25.60;+08 45 48.7; 9.76;229.60665457;+08.76351919;   4.60;   -4.50;   -3.73;  1.96; 1.032; ;229.60664350;+08.76351012
229.6088589846;-00.4612341389; 74901;15 18 26.13;-00 27 40.5; 5.88;229.60888718;-00.46123725;   3.33;  -11.60;    1.28;  0.81; 1.507; ;229.60885898;-00.46123414
229.6103331164;-43.9304370314; 74902;15 18 26.48;-43 55 49.4; 9.42;229.61034098;-43.93038808;  -0.57;   -2.33;  -20.14;  1.38; 1.062; ;229.61033312;-43.93043703
229.6125279418;+08.7565291892; 74903;15 18 27.02;+08 45 23.4; 9.37;229.61257720;+08.75648996;   4.26;  -20.03;   16.14;  1.62; 0.605; ;229.61252794;+08.75652919
229.6149700293;-00.7862146414; 74904;15 18 27.59;-00 47 09.7; 7.77;229.61495192;-00.78602044;  11.72;    7.45;  -79.90;  1.09; 0.835; ;229.61497003;-00.78621464
229.6231146889;+48.6567717183; 74905;15 18 29.54;+48 39 24.6; 9.16;229.62307771;+48.65683676;   3.67;   10.05;  -26.76;  0.95; 0.377; ;229.62311469;+48.65677172
229.6255619673;-18.1824818416; 74906;15 18 30.20;-18 10 57.3;10.87;229.62583504;-18.18257588;   4.25; -106.74;   38.69;  2.58; 0.786; ;229.62556197;-18.18248184
229.6303909908;+01.7697628308; 74907;15 18 31.31;+01 46 11.1;10.36;229.63044230;+01.76976006;   8.08;  -21.10;    1.14;  1.89; 0.560; ;229.63039099;+01.76976283
229.6316840070;-09.7840592185; 74908;15 18 31.60;-09 47 02.6; 8.85;229.63165256;-09.78404184;   3.68;   12.75;   -7.15;  1.53; 1.008; ;229.63168401;-09.78405922
229.6324850228;-52.1233378551; 74910;15 18 31.80;-52 07 24.0; 8.13;229.63250739;-52.12333681;   2.56;   -5.65;   -0.43;  1.06; 0.020; ;229.63248502;-52.12333786
229.6324181294;+81.9871784563; 74909;15 18 31.95;+81 59 13.9; 8.70;229.63312640;+81.98718220;   5.35;  -40.62;   -1.54;  0.69; 1.015; ;229.63241813;+81.98717846
229.6334208452;-47.8752717808; 74911;15 18 32.05;-47 52 30.7; 4.27;229.63353586;-47.87519201;  11.22;  -31.74;  -32.82;  0.96;-0.086;G;229.63342085;-47.87527178
229.6355835074;-25.5508384753; 74912;15 18 32.52;-25 33 02.9;10.07;229.63549940;-25.55080226;   8.23;   31.22;  -14.90;  1.98; 0.571; ;229.63558351;-25.55083848
229.6378874030;+65.4209204418; 74913;15 18 33.08;+65 25 15.4; 7.82;229.63783341;+65.42094623;   5.53;    9.24;  -10.61;  0.63; 0.137; ;229.63788740;+65.42092044
229.6394921620;+34.0512447008; 74914;15 18 33.48;+34 03 04.5; 9.55;229.63950064;+34.05125418;   2.62;   -2.89;   -3.90;  1.24; 1.262; ;229.63949216;+34.05124470
229.6407694583;-47.8792777954; 74915;15 18 33.80;-47 52 44.9; 6.87;229.64084875;-47.87913291;  11.22;  -21.88;  -59.61;  0.96; 0.093;G;229.64076946;-47.87927780
229.6420246500;+56.9467649635; 74916;15 18 34.04;+56 56 49.1; 8.68;229.64183949;+56.94697404;  10.25;   41.55;  -86.02;  0.81; 0.490; ;229.64202465;+56.94676496
229.6466112888;-78.4722187164; 74917;15 18 35.12;-78 28 19.9; 7.01;229.64635138;-78.47219672;   9.61;   21.37;   -9.05;  0.98; 0.330; ;229.64661129;-78.47221872
229.6472370769;-08.3972678239; 74918;15 18 35.35;-08 23 50.1; 7.49;229.64727737;-08.39723681;   5.33;  -16.40;  -12.76;  1.12; 1.150; ;229.64723708;-08.39726782
229.6485378814;-46.2019660185; 74919;15 18 35.68;-46 12 06.9; 8.36;229.64866585;-46.20191347;   6.22;  -36.44;  -21.62;  1.67; 0.341; ;229.64853788;-46.20196602
229.6493893166;-24.2493070983; 74920;15 18 35.88;-24 14 57.1; 8.16;229.64949728;-24.24919889;   3.50;  -40.50;  -44.52;  1.44; 1.255; ;229.64938932;-24.24930710
229.6553620605;+02.6157230519; 74921;15 18 37.29;+02 36 56.7;10.54;229.65536717;+02.61573992;  -0.07;   -2.10;   -6.94;  2.27; 1.554; ;229.65536206;+02.61572305
229.6564225563;+39.6094053937; 74922;15 18 37.54;+39 36 34.2; 8.53;229.65640593;+39.60949530;   7.99;    5.27;  -36.99;  0.91; 0.415; ;229.65642256;+39.60940539
229.6567050351;-25.0004366165; 74923;15 18 37.60;-25 00 01.3; 7.70;229.65667524;-25.00035337;   8.65;   11.11;  -34.25;  1.28; 0.175; ;229.65670504;-25.00043662
229.6621298201;-02.8006720700; 74924;15 18 38.89;-02 48 02.0; 8.47;229.66204022;-02.80055132;   7.86;   36.82;  -49.68;  1.11; 0.576; ;229.66212982;-02.80067207
229.6626483161;-00.1677854562; 74925;15 18 39.05;-00 10 03.8; 8.85;229.66272099;-00.16773405;   6.06;  -29.90;  -21.15;  1.31; 0.453; ;229.66264832;-00.16778546
229.6647760616;-18.6265862618; 74926;15 18 39.27;-18 37 32.6;10.35;229.66362760;-18.62572405;  38.12;  447.76; -354.74; 11.01; 1.214;G;229.66477606;-18.62658626
229.6640245640;+01.2663921362; 74927;15 18 39.36;+01 15 59.1; 9.77;229.66401270;+01.26642998;   4.09;    4.88;  -15.57;  1.61; 0.537; ;229.66402456;+01.26639214
229.6651539648;+45.0172614783; 74928;15 18 39.67;+45 01 02.0; 7.81;229.66527723;+45.01723027;   4.34;  -35.85;   12.84;  0.73; 1.053; ;229.66515396;+45.01726148
229.6720923044;-31.2093470814; 74929;15 18 41.31;-31 12 33.6; 6.18;229.67211538;-31.20933138;   3.27;   -8.12;   -6.46;  0.86; 1.205; ;229.67209230;-31.20934708
229.6746824333;+10.4277188625; 74930;15 18 41.98;+10 25 39.7; 7.11;229.67493696;+10.42768238;  21.07; -102.99;   15.01;  2.35; 0.497; ;229.67468243;+10.42771886
229.6755114274;+10.4240872487; 74931;15 18 42.18;+10 25 26.7; 8.04;229.67576044;+10.42407653;  26.53; -100.76;    4.41;  6.72; 0.619; ;229.67551143;+10.42408725
229.6790054379;+03.7355186347; 74932;15 18 42.96;+03 44 07.9; 9.62;229.67898622;+03.73553560;   5.91;    7.89;   -6.98;  1.72; 0.364; ;229.67900544;+03.73551863
229.6795041069;+25.7715749430; 74933;15 18 43.17;+25 46 18.4; 8.60;229.67988429;+25.77177369;  13.15; -140.86;  -81.77;  1.19; 0.569; ;229.67950411;+25.77157494
229.6862785650;-27.9693918494; 74934;15 18 44.71;-27 58 09.8; 9.10;229.68629926;-27.96937678;   5.53;   -7.52;   -6.20;  1.53; 0.673; ;229.68627857;-27.96939185
229.6896579451;+58.5034875183; 74935;15 18 45.51;+58 30 12.4; 6.87;229.68961654;+58.50344231;   3.21;    8.90;   18.60;  0.60; 1.234; ;229.68965795;+58.50348752
229.6918155374;-54.3642520957; 74936;15 18 46.04;-54 21 51.3; 7.01;229.69184670;-54.36423812;   1.24;   -7.47;   -5.75;  1.00; 1.744; ;229.69181554;-54.36425210
229.6975070001;+36.4484639431; 74937;15 18 47.40;+36 26 54.5; 9.85;229.69748041;+36.44846370;   2.02;    8.80;    0.10;  1.93; 0.341;D;229.69750700;+36.44846394
229.6977965655;+59.5212588842; 74938;15 18 47.47;+59 31 16.4; 8.20;229.69780337;+59.52123453;   0.96;   -1.42;   10.02;  0.68; 1.600; ;229.69779657;+59.52125888
229.6997034728;-22.7495771071; 74939;15 18 47.94;-22 44 58.3;10.49;229.69976902;-22.74954043;   9.69;  -24.87;  -15.09;  2.83; 0.820; ;229.69970347;-22.74957711
229.6998240071;-51.8009522516; 74940;15 18 47.97;-51 48 03.3; 8.60;229.69988768;-51.80090996;   3.24;  -16.20;  -17.40;  1.12; 0.101; ;229.69982401;-51.80095225
229.7047628550;-60.4963343976; 74941;15 18 49.15;-60 29 46.8; 5.43;229.70477850;-60.49632329;   0.02;   -3.17;   -4.57;  0.71;-0.089; ;229.70476285;-60.49633440
229.7086131551;+74.8580701365; 74942;15 18 50.17;+74 51 28.9; 7.61;229.70905086;+74.85802313;   4.94;  -47.04;   19.34;  0.62; 1.162; ;229.70861316;+74.85807014
229.7136579190;+63.1545616251; 74943;15 18 51.27;+63 09 16.5; 8.47;229.71360964;+63.15457633;   5.03;    8.97;   -6.05;  0.63; 0.293; ;229.71365792;+63.15456163
229.7139906947;+29.9174820932; 74944;15 18 51.38;+29 55 02.6; 7.84;229.71408688;+29.91739593;   9.95;  -34.30;   35.45;  1.01; 0.366; ;229.71399069;+29.91748209
229.7145935208;+18.0244016322; 74945;15 18 51.50;+18 01 27.8; 9.77;229.71459531;+18.02440241;   2.35;   -0.70;   -0.32;  1.51; 1.564; ;229.71459352;+18.02440163
229.7274256516;-68.6795450072; 74946;15 18 54.69;-68 40 46.1; 2.87;229.72787007;-68.67946723;  17.85;  -66.48;  -32.00;  0.52; 0.014; ;229.72742565;-68.67954501
229.7311969608;-67.0150073190; 74947;15 18 55.51;-67 00 53.9; 8.85;229.73129431;-67.01498051;   1.16;  -15.64;  -11.03;  1.02; 0.143; ;229.73119696;-67.01500732
229.7311327231;-01.5923861819; 74948;15 18 55.54;-01 35 32.8; 6.93;229.73143435;-01.59244330;  19.13; -124.05;   23.50;  0.85; 0.553; ;229.73113272;-01.59238618
229.7320427909;-29.2213712672; 74949;15 18 55.72;-29 13 16.8; 8.38;229.73216934;-29.22134142;   6.98;  -45.44;  -12.28;  1.19; 1.346; ;229.73204279;-29.22137127
229.7348943600;-40.7882216875; 74950;15 18 56.39;-40 47 17.4; 5.59;229.73495651;-40.78816875;   6.34;  -19.36;  -21.78;  0.72;-0.099;P;229.73489436;-40.78822169
229.7398962847;+04.5506178825; 74951;15 18 57.54;+04 33 02.3; 8.69;229.73974921;+04.55064107;  11.14;   60.32;   -9.54;  1.13; 0.451; ;229.73989628;+04.55061788
229.7405417880;-04.5455741428; 74952;15 18 57.77;-04 32 44.1; 8.26;229.74072090;-04.54559699;   9.32;  -73.46;    9.40;  1.06; 0.495; ;229.74054179;-04.54557414
229.7414100004;-57.5409956169; 74953;15 18 57.96;-57 32 27.5; 8.11;229.74148400;-57.54098011;   1.88;  -16.34;   -6.38;  1.23; 1.627; ;229.74141000;-57.54099562
229.7460707940;+25.6917080456; 74954;15 18 59.42;+25 41 31.2; 7.99;229.74756561;+25.69201214;  29.75; -554.21; -125.11;  1.05; 0.737; ;229.74607079;+25.69170805
229.7565010347;+06.9880598747; 74955;15 19 01.57;+06 59 17.2; 8.47;229.75652873;+06.98811709;   2.46;  -11.31;  -23.54;  1.13; 1.241; ;229.75650103;+06.98805987
229.7573048503;-41.3395114015; 74956;15 19 01.75;-41 20 22.2; 8.73;229.75727701;-41.33949553;   3.06;    8.60;   -6.53;  1.17; 0.198; ;229.75730485;-41.33951140
229.7576307651;+15.1674743410; 74957;15 19 01.83;+15 10 03.0; 8.86;229.75761077;+15.16749065;   3.47;    7.94;   -6.71;  1.36; 1.140; ;229.75763077;+15.16747434
229.7616438858;+24.9262239779; 74958;15 19 02.79;+24 55 34.5; 8.58;229.76162097;+24.92623878;   1.97;    8.55;   -6.09;  1.12; 0.933; ;229.76164389;+24.92622398
229.7725814841;-36.3622784241; 74959;15 19 05.44;-36 21 44.0; 9.37;229.77265519;-36.36221732;   6.63;  -24.42;  -25.14;  1.45; 0.469; ;229.77258148;-36.36227842
229.7744074114;-45.9460260921; 74960;15 19 05.89;-45 56 45.4;11.15;229.77454489;-45.94593937;   0.96;  -39.33;  -35.68;  3.19;      ; ;229.77440741;-45.94602609
229.7757591217;+41.7332067196; 74961;15 19 06.20;+41 44 01.1; 7.88;229.77582335;+41.73364823;   9.40;  -19.72; -181.65;  0.72; 0.930; ;229.77575912;+41.73320672
229.7796039529;-50.2815872079; 74962;15 19 07.11;-50 16 53.7; 9.40;229.77963054;-50.28157751;   2.87;   -6.99;   -3.99;  1.49; 1.007; ;229.77960395;-50.28158721
229.7826512617;-63.9587530718; 74963;15 19 07.83;-63 57 31.5; 9.80;229.78263349;-63.95875261;   4.87;    3.21;   -0.19;  1.63; 0.287; ;229.78265126;-63.95875307
229.7826266332;+48.6226566406; 74964;15 19 07.87;+48 37 21.9; 8.58;229.78278912;+48.62276079;   7.14;  -44.19;  -42.85;  0.83; 0.469; ;229.78262663;+48.62265664
229.7857345173;-21.5715144194; 74965;15 19 08.58;-21 34 17.4;11.25;229.78573274;-21.57149935;  -1.36;    0.68;   -6.20;  2.63;      ; ;229.78573452;-21.57151442
229.7885191222;-69.1309155066; 74966;15 19 09.27;-69 07 50.8; 9.64;229.78864289;-69.13077084;   4.99;  -18.14;  -59.52;  1.45; 0.689; ;229.78851912;-69.13091551
229.7893531213;-60.1337066146; 74967;15 19 09.45;-60 08 01.3; 7.39;229.78936874;-60.13368875;   0.17;   -3.20;   -7.35;  0.91;-0.013; ;229.78935312;-60.13370661
229.7966748704;+37.4881408314; 74968;15 19 11.20;+37 29 17.0; 9.33;229.79665254;+37.48804638;   1.90;    7.29;   38.86;  1.02; 0.517; ;229.79667487;+37.48814083
229.8000139324;+38.4125198770; 74969;15 19 12.03;+38 24 45.2; 9.46;229.80012157;+38.41254445;   7.21;  -34.70;  -10.11;  1.03; 0.544; ;229.80001393;+38.41251988
229.8016108359;-41.3151994896; 74970;15 19 12.40;-41 18 54.7; 8.19;229.80164873;-41.31518075;  -0.01;  -11.71;   -7.71;  1.10; 0.976; ;229.80161084;-41.31519949
229.8049912917;+43.4813378087; 74971;15 19 13.20;+43 28 52.7; 9.51;229.80500593;+43.48131659;   0.89;   -4.37;    8.73;  2.23; 0.618; ;229.80499129;+43.48133781
229.8111643229;-02.1672684717; 74972;15 19 14.63;-02 10 01.5; 8.86;229.81094223;-02.16709318;   3.32;   91.31;  -72.12;  1.36; 0.320; ;229.81116432;-02.16726847
229.8134053302;+32.8580161736; 74973;15 19 15.20;+32 51 28.9; 9.67;229.81331653;+32.85803975;   7.45;   30.69;   -9.70;  1.26; 0.351; ;229.81340533;+32.85801617
229.8175458878;-55.5284792649; 74974;15 19 16.22;-55 31 42.5; 8.73;229.81757131;-55.52846631;   1.92;   -5.92;   -5.33;  1.83; 0.016; ;229.81754589;-55.52847926
229.8283238714;+01.7654076792; 74975;15 19 18.58;+01 46 00.0; 5.04;229.82741626;+01.76665611;  40.46;  373.24; -513.64;  0.81; 0.540; ;229.82832387;+01.76540768
229.8280156023;+61.3749542240; 74976;15 19 18.77;+61 22 30.0; 7.39;229.82820545;+61.37499637;  15.49;  -37.42;  -17.34;  0.58; 0.587; ;229.82801560;+61.37495422
229.8287039157;+37.7844830953; 74977;15 19 18.91;+37 47 04.6; 8.22;229.82878403;+37.78460613;   1.53;  -26.05;  -50.62;  0.81; 1.152; ;229.82870392;+37.78448310
229.8292252674;+23.2362861275; 74978;15 19 18.98;+23 14 11.2; 9.10;229.82910346;+23.23643619;   6.20;   46.05;  -61.74;  1.35; 0.444; ;229.82922527;+23.23628613
229.8330772364;-28.9741809601; 74979;15 19 19.93;-28 58 27.0; 8.14;229.83305451;-28.97417204;   5.63;    8.18;   -3.67;  1.15; 1.051; ;229.83307724;-28.97418096
229.8369890685;-35.7053959844; 74980;15 19 20.88;-35 42 19.4; 8.57;229.83699718;-35.70539054;   1.05;   -2.71;   -2.24;  1.19; 1.472; ;229.83698907;-35.70539598
229.8381334195;+29.2061732701; 74981;15 19 21.25;+29 12 18.8;10.25;229.83853111;+29.20521342;  34.86; -142.82;  394.91;  2.02; 1.260; ;229.83813342;+29.20617327
229.8408593893;-09.1465187403; 74982;15 19 21.80;-09 08 47.0; 6.95;229.84082901;-09.14639765;   5.37;   12.34;  -49.82;  1.13; 1.418;P;229.84085939;-09.14651874
229.8418163880;-60.3752048011; 74983;15 19 22.05;-60 22 30.7; 7.83;229.84185951;-60.37518069;   1.04;   -8.77;   -9.92;  1.37; 0.021; ;229.84181639;-60.37520480
229.8430498040;-34.0324567468; 74985;15 19 22.34;-34 01 56.7; 7.76;229.84309500;-34.03240466;   5.12;  -15.41;  -21.43;  0.84; 0.079; ;229.84304980;-34.03245675
229.8435192150;-36.6976885477; 74984;15 19 22.42;-36 41 51.6; 7.87;229.84342694;-36.69766327;   6.55;   30.44;  -10.40;  1.47; 0.372; ;229.84351922;-36.69768855
229.8441632725;-62.7901828779; 74986;15 19 22.64;-62 47 24.6; 8.89;229.84434278;-62.79016076;   4.16;  -33.77;   -9.10;  2.12; 1.040; ;229.84416327;-62.79018288
229.8507489498;+50.2146396947; 74987;15 19 24.19;+50 12 52.6; 7.60;229.85080524;+50.21460591;   6.17;  -14.82;   13.90;  0.60; 0.100; ;229.85074895;+50.21463969
229.8555314172;+37.2753859289; 74988;15 19 25.34;+37 16 31.3; 9.12;229.85558035;+37.27536104;  -0.65;  -16.02;   10.24;  1.06; 1.087; ;229.85553142;+37.27538593
229.8554821773;-03.8175930979; 74989;15 19 25.39;-03 49 02.2; 8.98;229.85581225;-03.81727715;  16.90; -135.50; -129.99;  1.24; 0.711; ;229.85548218;-03.81759310
229.8591661457;-37.5743039508; 74990;15 19 26.21;-37 34 27.5; 8.83;229.85919071;-37.57429943;   4.27;   -8.01;   -1.86;  1.27; 1.316; ;229.85916615;-37.57430395
229.8599902132;-38.8372101783; 74991;15 19 26.40;-38 50 13.8; 9.47;229.86000672;-38.83717547;   2.75;   -5.29;  -14.28;  1.38; 0.420; ;229.85999021;-38.83721018
229.8613896385;-19.1692318710; 74992;15 19 26.75;-19 10 09.0; 8.05;229.86146717;-19.16916593;   6.03;  -30.13;  -27.13;  1.06; 0.261; ;229.86138964;-19.16923187
229.8636840545;-48.5082527830; 74993;15 19 27.31;-48 30 29.6; 9.22;229.86380857;-48.50822279;   5.80;  -33.94;  -12.34;  1.55; 1.295; ;229.86368405;-48.50825278
229.8637774268;-50.9504695212; 74994;15 19 27.33;-50 57 01.6; 9.07;229.86386759;-50.95043474;   8.34;  -23.37;  -14.31;  1.16; 0.377; ;229.86377743;-50.95046952
229.8617708138;-07.7222802184; 74995;15 19 27.55;-07 43 19.3;10.57;229.86477439;-07.72203834; 159.52;-1224.55;  -99.52;  2.27; 1.600; ;229.86177081;-07.72228022
229.8657419610;+63.9887341085; 74996;15 19 27.78;+63 59 19.3; 9.47;229.86574052;+63.98869573;   3.29;    0.26;   15.79;  0.91; 1.132; ;229.86574196;+63.98873411
229.8688123132;+06.1082955379; 74997;15 19 28.51;+06 06 29.8;10.08;229.86877858;+06.10826834;  -0.85;   13.80;   11.19;  1.70; 0.529; ;229.86881231;+06.10829554
229.8686774026;+62.1286137481; 74998;15 19 28.54;+62 07 42.7; 8.01;229.86893445;+62.12854054;   5.36;  -49.44;   30.12;  0.65; 0.911; ;229.86867740;+62.12861375
229.8710370810;-71.7920506743; 74999;15 19 29.08;-71 47 31.3; 6.59;229.87115306;-71.79202090;   2.49;  -14.91;  -12.25;  0.65; 1.682; ;229.87103708;-71.79205067
229.8751992938;+32.5149035230; 75000;15 19 30.07;+32 30 53.6; 6.33;229.87530891;+32.51488753;  11.72;  -38.03;    6.58;  0.60; 0.234; ;229.87519929;+32.51490352
229.8777439225;+46.6755578802; 75001;15 19 30.75;+46 40 33.7;11.27;229.87811492;+46.67603811;   6.57; -104.73; -197.58;  2.01; 0.501; ;229.87774392;+46.67555788
229.8795261672;-49.6221257429; 75002;15 19 31.09;-49 37 19.7; 8.49;229.87953686;-49.62212567;   2.56;   -2.85;   -0.03;  1.19; 1.518; ;229.87952617;-49.62212574
229.8821663149;-37.0971608953; 75003;15 19 31.78;-37 05 48.5; 6.19;229.88240574;-37.09680759;   8.46;  -78.57; -145.36;  0.84; 0.959; ;229.88216631;-37.09716090
229.8853130772;-51.7596134594; 75004;15 19 32.45;-51 45 34.3; 8.30;229.88522170;-51.75954064;  11.05;   23.27;  -29.96;  1.10; 0.450; ;229.88531308;-51.75961346
229.8991906112;+29.5675639404; 75005;15 19 35.83;+29 34 03.3; 8.37;229.89929423;+29.56759143;   2.92;  -37.08;  -11.31;  1.25; 1.198; ;229.89919061;+29.56756394
229.9050314991;+09.3465385694; 75006;15 19 37.22;+09 20 47.8; 9.74;229.90507803;+09.34660050;   3.16;  -18.89;  -25.48;  1.50; 0.367; ;229.90503150;+09.34653857
229.9051268503;-26.7547806197; 75007;15 19 37.24;-26 45 17.1; 8.12;229.90516572;-26.75475996;  -0.94;  -14.28;   -8.50;  1.38; 1.497; ;229.90512685;-26.75478062
229.9069346844;+59.8562989600; 75008;15 19 37.86;+59 51 24.0;10.92;229.90776239;+59.85666673;   7.50; -171.01; -151.31;  1.43; 0.622; ;229.90693468;+59.85629896
229.9087435444;+09.8551134332; 75009;15 19 38.09;+09 51 18.7; 9.65;229.90871737;+09.85520227;   4.69;   10.61;  -36.55;  1.55; 0.500; ;229.90874354;+09.85511343
229.9099788263;+39.6681006287; 75010;15 19 38.40;+39 40 05.5; 9.27;229.90998912;+39.66818266;   6.21;   -3.26;  -33.75;  1.04; 0.644; ;229.90997883;+39.66810063
229.9172543756;+31.8425081664; 75011;15 19 40.27;+31 50 31.8; 9.03;229.91777296;+31.84216823;  22.27; -181.25;  139.86;  1.23; 0.830; ;229.91725438;+31.84250817
229.9182476305;-24.2699682611; 75012;15 19 40.40;-24 16 11.7; 7.29;229.91834508;-24.26992490;  11.51;  -36.55;  -17.84;  3.36; 0.427; ;229.91824763;-24.26996826
229.9188850795;+44.2189796325; 75013;15 19 40.54;+44 13 08.4; 8.95;229.91890068;+44.21898707;   2.73;   -4.60;   -3.06;  1.76; 1.560; ;229.91888508;+44.21897963
229.9292082815;+03.3316836258; 75014;15 19 43.01;+03 19 54.3; 8.28;229.92920256;+03.33174298;   8.20;    2.35;  -24.42;  1.13; 0.468; ;229.92920828;+03.33168363
229.9312632892;-85.6795763503; 75015;15 19 43.95;-85 40 46.5; 8.58;229.93314426;-85.67958187;  13.20;  -58.30;    2.27;  0.78; 0.549; ;229.93126329;-85.67957635
229.9336477269;-30.0676350636; 75016;15 19 44.05;-30 04 03.6; 9.14;229.93354078;-30.06767089;   8.98;   38.08;   14.74;  1.67; 0.496; ;229.93364773;-30.06763506
229.9346072979;-67.1936386600; 75017;15 19 44.31;-67 11 37.0;11.25;229.93461940;-67.19362116;  -1.65;   -1.93;   -7.20;  2.15; 0.148; ;229.93460730;-67.19363866
229.9404762605;-66.4960346557; 75018;15 19 45.72;-66 29 45.7; 6.73;229.94050332;-66.49601893;   0.43;   -4.44;   -6.47;  0.71; 0.574; ;229.94047626;-66.49603466
229.9406533526;-36.2587925066; 75019;15 19 45.81;-36 15 29.8; 9.46;229.94089175;-36.25827842;  10.62;  -79.09; -211.51;  1.50; 0.772; ;229.94065335;-36.25879251
229.9417696994;-67.1907875100; 75020;15 19 46.03;-67 11 26.8; 8.51;229.94178180;-67.19077001;  -1.65;   -1.93;   -7.20;  2.15; 0.033; ;229.94176970;-67.19078751
229.9417582713;+16.3819581630; 75021;15 19 46.11;+16 22 57.0;10.18;229.94214003;+16.38250358;  19.94; -150.69; -224.40;  1.79; 1.118;P;229.94175827;+16.38195816
229.9496584286;+67.8190197004; 75022;15 19 47.88;+67 49 08.4; 8.28;229.94952072;+67.81900344;   4.33;   21.39;    6.69;  0.71; 0.979; ;229.94965843;+67.81901970
229.9507736628;-20.8713992216; 75023;15 19 48.25;-20 52 16.3; 8.40;229.95102307;-20.87118701;   6.35;  -95.88;  -87.31;  1.10; 0.534; ;229.95077366;-20.87139922
229.9543324224;+52.2875354793; 75024;15 19 48.98;+52 17 14.4; 8.80;229.95409632;+52.28732249;  18.31;   59.42;   87.63;  0.80; 0.681; ;229.95433242;+52.28753548
